# OpenSignals Text File Format
# {"00:07:80:D8:AB:58": {"sensor": ["ECG", "EDA", "EMG", "TEMP", "XYZ", "XYZ", "XYZ", "RESPIRATION"], "device name": "RespiBan", "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "sync interval": 2, "time": "13:30:1.0", "comments": "", "device connection": "BTH00:07:80:D8:AB:58", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-7-6", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 700, "label": ["CH1", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
75	0	30166	33308	32737	26541	37519	32793	32337	35671	
76	0	30357	33307	32671	26537	37515	32798	32341	35775	
77	0	30503	33311	32571	26543	37511	32804	32367	35778	
78	0	30587	33303	32652	26553	37516	32813	32367	35780	
79	0	30607	33307	32706	26564	37505	32828	32373	35783	
80	0	30633	33300	32668	26578	37509	32821	32365	35786	
81	0	30604	33309	32797	26545	37501	32827	32343	35814	
82	0	30589	33311	32796	26551	37493	32831	32320	35805	
83	0	30591	33311	32679	26541	37503	32837	32299	35805	
84	0	30630	33308	32655	26542	37509	32855	32279	35829	
85	0	30693	33308	32763	26548	37535	32870	32269	35813	
86	0	30743	33303	32731	26550	37541	32873	32263	35813	
87	0	30810	33300	32854	26539	37551	32871	32313	35825	
88	0	30908	33303	32820	26543	37545	32873	32365	35821	
89	0	30989	33305	32677	26548	37556	32869	32443	35833	
90	0	31066	33305	32633	26553	37556	32875	32497	35836	
91	0	31178	33299	32645	26545	37550	32863	32547	35844	
92	0	31205	33307	32699	26557	37549	32845	32582	35851	
93	0	31183	33301	32805	26542	37561	32835	32631	35875	
94	0	31191	33307	32768	26583	37561	32823	32617	35873	
95	0	31244	33301	32673	26541	37551	32811	32615	35863	
96	0	31271	33300	32694	26562	37555	32795	32599	35837	
97	0	31364	33295	32676	26549	37551	32777	32564	35831	
98	0	31486	33304	32774	26533	37559	32783	32544	35777	
99	0	31555	33305	32677	26537	37559	32767	32503	35884	
100	0	31555	33295	32701	26537	37563	32766	32455	35898	
101	0	31603	33293	32719	26585	37557	32772	32424	35903	
102	0	31637	33301	32825	26539	37567	32763	32405	35887	
103	0	31687	33300	32905	26584	37557	32767	32431	35887	
104	0	31723	33297	32846	26543	37543	32777	32410	35887	
105	0	31708	33303	32687	26582	37549	32771	32457	35905	
106	0	31737	33416	32577	26535	37572	32751	32447	35897	
107	0	31733	33295	32573	26541	37572	32766	32483	35899	
108	0	31700	33297	32497	26573	37564	32759	32493	35922	
109	0	31765	33293	32646	26543	37564	32765	32511	35924	
110	0	31850	33275	32692	26568	37553	32772	32539	35919	
111	0	31894	33301	32727	26552	37569	32758	32522	35907	
112	0	31921	33298	32830	26540	37567	32775	32533	35913	
113	0	31972	33295	32623	26533	37581	32775	32517	35925	
114	0	32117	33295	32715	26541	37569	32777	32513	35555	
115	0	32247	33295	32681	26577	37559	32789	32509	35609	
116	0	32309	33293	32655	26535	37569	32788	32500	35924	
117	0	32337	33295	32553	26575	37569	32789	32482	35931	
118	0	32357	33287	32708	26546	37564	32791	32447	35938	
119	0	32357	33295	32645	26564	37558	32783	32441	35937	
120	0	32393	33295	32455	26553	37557	32797	32421	35962	
121	0	32435	33292	32503	26543	37551	32804	32425	35948	
122	0	32492	33295	32593	26548	37555	32811	32407	35951	
123	0	32524	33295	32605	26569	37545	32813	32388	35973	
124	0	32529	33295	32876	26546	37541	32827	32357	35953	
125	0	32536	33289	32897	26533	37541	32833	32347	35956	
126	0	32621	33273	32805	26587	37545	32831	32327	35525	
